Column1;Column2;Column3;Column4;Column5;Column6
60036665; zbiór zadañ i podrêcznik z matematyki kl. 1 liceum ; Stalowa Wola, stalowowolski, Podkarpackie ;  ;  ; https://www.olx.pl/oferta/zbior-zadan-i-podrecznik-z-matematyki-kl-1-liceum-CID751-ID43Uhj.html#648e7f7142
60037377; podrêcznik do chemii 1 ; Stalowa Wola, stalowowolski, Podkarpackie ;  ;  ; https://www.olx.pl/oferta/podrecznik-do-chemii-1-CID751-ID43UsN.html#648e7f7142
60153197; Wêgiel ORZECH 620,Groszek 640 z³/t FLOT 350 z³/t Flot Marcel 400 z³/t ; Wodzis³aw Œl¹ski, wodzis³awski, Œl¹skie ;  ;  ; https://www.olx.pl/oferta/wegiel-orzech-620-groszek-640-zl-t-flot-350-zl-t-flot-marcel-400-zl-t-CID628-ID44oAR.html#be98588dbe
60153197; Wêgiel ORZECH 620,Groszek 640 z³/t FLOT 350 z³/t Flot Marcel 400 z³/t ; Wodzis³aw Œl¹ski, wodzis³awski, Œl¹skie ;  ;  ; https://www.olx.pl/oferta/wegiel-orzech-620-groszek-640-zl-t-flot-350-zl-t-flot-marcel-400-zl-t-CID628-ID44oAR.html#f229f921e1
62747565; oddam za darmo torebkê ; Bia³ystok, Podlaskie, Centrum ;  ;  ; https://www.olx.pl/oferta/oddam-za-darmo-torebke-CID87-ID4fhww.html#fae8493dfd
69690167; Ogrodzenia bramy balustrady wykonanie i monta¿. ; Szczecin, Zachodniopomorskie, Zdroje ;  ;  ; https://www.olx.pl/oferta/ogrodzenia-bramy-balustrady-wykonanie-i-montaz-CID619-ID4IpAX.html#4f221a335d
69690167; Ogrodzenia bramy balustrady wykonanie i monta¿. ; Szczecin, Zachodniopomorskie, Zdroje ;  ;  ; https://www.olx.pl/oferta/ogrodzenia-bramy-balustrady-wykonanie-i-montaz-CID619-ID4IpAX.html#7dfcaef9c1
74076971; Nagrzewnica wodna VTS Volcano VR MINI EC 3-20 kW + konsola gratis ; Tychy, Œl¹skie ;  ;  ; https://www.olx.pl/oferta/nagrzewnica-wodna-vts-volcano-vr-mini-ec-3-20-kw-konsola-gratis-CID628-ID50ONR.html#f229f921e1
88221051; DREWNO KOMINKOWE ¯ary Lubsko D¹b Promocja SUCHE Transport Gratis ; ¯ary, ¿arski, Lubuskie ;  ;  ; https://www.olx.pl/oferta/drewno-kominkowe-zary-lubsko-dab-promocja-suche-transport-gratis-CID628-ID5Yakb.html#f229f921e1
88221051; DREWNO KOMINKOWE ¯ary Lubsko D¹b Promocja SUCHE Transport Gratis ; ¯ary, ¿arski, Lubuskie ;  ;  ; https://www.olx.pl/oferta/drewno-kominkowe-zary-lubsko-dab-promocja-suche-transport-gratis-CID628-ID5Yakb.html#f229f921e1
88221051; DREWNO KOMINKOWE ¯ary Lubsko D¹b Promocja SUCHE Transport Gratis ; ¯ary, ¿arski, Lubuskie ;  ;  ; https://www.olx.pl/oferta/drewno-kominkowe-zary-lubsko-dab-promocja-suche-transport-gratis-CID628-ID5Yakb.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
94157651; œliczna sukienka ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sliczna-sukienka-CID87-ID6n4HN.html#f229f921e1
95319527; ActivClean - Czyszczenie Pranie Dywanów Wyk³adzin Tapicerek Materacy ; Toruñ, Kujawsko-pomorskie ;  ;  ; https://www.olx.pl/oferta/activclean-czyszczenie-pranie-dywanow-wykladzin-tapicerek-materacy-CID619-ID6rVXJ.html#f229f921e1
95319527; ActivClean - Czyszczenie Pranie Dywanów Wyk³adzin Tapicerek Materacy ; Toruñ, Kujawsko-pomorskie ;  ;  ; https://www.olx.pl/oferta/activclean-czyszczenie-pranie-dywanow-wykladzin-tapicerek-materacy-CID619-ID6rVXJ.html#f229f921e1
99509357; OPEN DOORS 2 Student's Book podrêcznik Oxford Whitney ; Warszawa, Mazowieckie, Mokotów ;  ;  ; https://www.olx.pl/oferta/open-doors-2-students-book-podrecznik-oxford-whitney-CID751-ID6JvWD.html#0342a82681
100382661; Agrest Mucurines, Nies³uchowski - sadzonki jednoroczne, dwuletnie ; Rybczewice Drugie, œwidnicki, Lubelskie ; Dodane z telefonu ;  ; https://www.olx.pl/oferta/agrest-mucurines-niesluchowski-sadzonki-jednoroczne-dwuletnie-CID757-ID6Nc7b.html#f229f921e1
100382661; Agrest Mucurines, Nies³uchowski - sadzonki jednoroczne, dwuletnie ; Rybczewice Drugie, œwidnicki, Lubelskie ; Dodane z telefonu ;  ; https://www.olx.pl/oferta/agrest-mucurines-niesluchowski-sadzonki-jednoroczne-dwuletnie-CID757-ID6Nc7b.html#f229f921e1
100544577; Oryginalny nowy tusz epson T1283. Okazja ; Grudzi¹dz, Kujawsko-pomorskie ; Dodane z telefonu ;  ; https://www.olx.pl/oferta/oryginalny-nowy-tusz-epson-t1283-okazja-CID99-ID6NSeJ.html#5e9b864b21
100927623; Pielêgnacja i wycinka drzew, arborysta, Wroc³aw tel 604.122.123 ; Wroc³aw, Dolnoœl¹skie, Krzyki ;  ;  ; https://www.olx.pl/oferta/pielegnacja-i-wycinka-drzew-arborysta-wroclaw-tel-604-122-123-CID619-ID6PtST.html#f229f921e1
100927623; Pielêgnacja i wycinka drzew, arborysta, Wroc³aw tel 604.122.123 ; Wroc³aw, Dolnoœl¹skie, Krzyki ;  ;  ; https://www.olx.pl/oferta/pielegnacja-i-wycinka-drzew-arborysta-wroclaw-tel-604-122-123-CID619-ID6PtST.html#f229f921e1
100927623; Pielêgnacja i wycinka drzew, arborysta, Wroc³aw tel 604.122.123 ; Wroc³aw, Dolnoœl¹skie, Krzyki ;  ;  ; https://www.olx.pl/oferta/pielegnacja-i-wycinka-drzew-arborysta-wroclaw-tel-604-122-123-CID619-ID6PtST.html#f229f921e1
100927623; Pielêgnacja i wycinka drzew, arborysta, Wroc³aw tel 604.122.123 ; Wroc³aw, Dolnoœl¹skie, Krzyki ;  ;  ; https://www.olx.pl/oferta/pielegnacja-i-wycinka-drzew-arborysta-wroclaw-tel-604-122-123-CID619-ID6PtST.html#f229f921e1
100927623; Pielêgnacja i wycinka drzew, arborysta, Wroc³aw tel 604.122.123 ; Wroc³aw, Dolnoœl¹skie, Krzyki ;  ;  ; https://www.olx.pl/oferta/pielegnacja-i-wycinka-drzew-arborysta-wroclaw-tel-604-122-123-CID619-ID6PtST.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
102771919; sweterek morelowy ; Olsztyn, Warmiñsko-mazurskie ;  ;  ; https://www.olx.pl/oferta/sweterek-morelowy-CID87-ID6XdFB.html#f229f921e1
106115175; Stara cegla, plytka ceglana, cegla cieta, mur pruski ; Szczecin, Zachodniopomorskie, Centrum ;  ;  ; https://www.olx.pl/oferta/stara-cegla-plytka-ceglana-cegla-cieta-mur-pruski-CID628-ID7bfp5.html#f229f921e1
106115175; Stara cegla, plytka ceglana, cegla cieta, mur pruski ; Szczecin, Zachodniopomorskie, Centrum ;  ;  ; https://www.olx.pl/oferta/stara-cegla-plytka-ceglana-cegla-cieta-mur-pruski-CID628-ID7bfp5.html#f229f921e1
106115175; Stara cegla, plytka ceglana, cegla cieta, mur pruski ; Szczecin, Zachodniopomorskie, Centrum ;  ;  ; https://www.olx.pl/oferta/stara-cegla-plytka-ceglana-cegla-cieta-mur-pruski-CID628-ID7bfp5.html#f229f921e1
106807679; buciki dla dziecka ; Gniezno, gnieŸnieñski, Wielkopolskie ;  ;  ; https://www.olx.pl/oferta/buciki-dla-dziecka-CID88-ID7e9yw.html#be98588dbe
106807679; buciki dla dziecka ; Gniezno, gnieŸnieñski, Wielkopolskie ;  ;  ; https://www.olx.pl/oferta/buciki-dla-dziecka-CID88-ID7e9yw.html#be98588dbe
106807679; buciki dla dziecka ; Gniezno, gnieŸnieñski, Wielkopolskie ;  ;  ; https://www.olx.pl/oferta/buciki-dla-dziecka-CID88-ID7e9yw.html#be98588dbe
106807679; buciki dla dziecka ; Gniezno, gnieŸnieñski, Wielkopolskie ;  ;  ; https://www.olx.pl/oferta/buciki-dla-dziecka-CID88-ID7e9yw.html#be98588dbe
106807679; buciki dla dziecka ; Gniezno, gnieŸnieñski, Wielkopolskie ;  ;  ; https://www.olx.pl/oferta/buciki-dla-dziecka-CID88-ID7e9yw.html#be98588dbe
106807679; buciki dla dziecka ; Gniezno, gnieŸnieñski, Wielkopolskie ;  ;  ; https://www.olx.pl/oferta/buciki-dla-dziecka-CID88-ID7e9yw.html#be98588dbe
106807679; buciki dla dziecka ; Gniezno, gnieŸnieñski, Wielkopolskie ;  ;  ; https://www.olx.pl/oferta/buciki-dla-dziecka-CID88-ID7e9yw.html#be98588dbe
106807679; buciki dla dziecka ; Gniezno, gnieŸnieñski, Wielkopolskie ;  ;  ; https://www.olx.pl/oferta/buciki-dla-dziecka-CID88-ID7e9yw.html#be98588dbe
106807679; buciki dla dziecka ; Gniezno, gnieŸnieñski, Wielkopolskie ;  ;  ; https://www.olx.pl/oferta/buciki-dla-dziecka-CID88-ID7e9yw.html#be98588dbe
106807679; buciki dla dziecka ; Gniezno, gnieŸnieñski, Wielkopolskie ;  ;  ; https://www.olx.pl/oferta/buciki-dla-dziecka-CID88-ID7e9yw.html#be98588dbe
106807679; buciki dla dziecka ; Gniezno, gnieŸnieñski, Wielkopolskie ;  ;  ; https://www.olx.pl/oferta/buciki-dla-dziecka-CID88-ID7e9yw.html#be98588dbe
108434481; Zrobiê blaty drewniane ze starego drewna - Stare deski - Palone drewno ; Kraków, Ma³opolskie, Krowodrza ;  ;  ; https://www.olx.pl/oferta/zrobie-blaty-drewniane-ze-starego-drewna-stare-deski-palone-drewno-CID619-ID7kYLf.html#f229f921e1
112737759; Przed³u¿anie rzês FRYZJERSTWO (farby MONTIBELLO)- Szybkie Terminy !!! ; Gdañsk, Pomorskie, Siedlce ;  ;  ; https://www.olx.pl/oferta/przedluzanie-rzes-fryzjerstwo-farby-montibello-szybkie-terminy-CID619-ID7D2eX.html#f229f921e1
